date,username,to,replies,retweets,favorites,Sentiment,text,geo,mentions,hashtags,id,permalink
2020-04-07 09:12,DataLover916,,2,0,1,Negative,"When youâ€™re so afraid of missing a student loan payment you realize, blurry eyed, at 1:30am your direct deposit never went through and you completely ignore the COVID-19 forbearance message and pay them money anyway.",,,,1.25E+18,https://twitter.com/DataLover916/status/1247446515364139008
2020-04-07 09:42,The_Write_Type,,0,0,0,Neutral,This is great! A student is making free #COVID19 masks with transparent plastic window mouth pieces so that sign language speakers can still use lip-reading for communication #BeKindhttps://www.goodnewsnetwork.org/college-student-sews-free-face-masks-for-hearing-impaired/ â€¦,,,#COVID19 #BeKindhttps,1.25E+18,https://twitter.com/The_Write_Type/status/1247452249758093312
2020-04-07 10:00,GiveInternet,,0,2,7,Neutral,Our team continues to bring laptops and #Internet access to underprivileged families during the #COVID19 crisis. A special thank you to @SecoursPop du RhÃ´ne for sponsoring laptops for 22 students in Western Georgia and for standing by our side for 3 years. #digitaldividepic.twitter.com/F05paeNfeQ,,#NAME?,#Internet #COVID19 #digitaldividepic,1.25E+18,https://twitter.com/GiveInternet/status/1247459662741614596
2020-04-07 10:04,LancasterOnline,,1,0,0,Neutral,In Tuesday's #LNP: The latest #CoronaVirusUpdates including a #Homeless @thaddeusstevens student finds a home at the @HolidayInn in #LancasterPa ; President Judge David Ashworth defends is swift release of Lancaster County Prison inmates to fight #COVID19 http://LancasterOnline.com/subscribe pic.twitter.com/omjJ03o3gG,,#NAME?,#LNP #CoronaVirusUpdates #Homeless #LancasterPa #COVID19,1.25E+18,https://twitter.com/LancasterOnline/status/1247464131562590208
2020-04-07 10:07,wereworthit,,0,0,0,Neutral,SMC Feeds Hundreds of Students During COVID-19 Crisis - https://goo.gl/alerts/ohqoP #GoogleAlerts,,,#GoogleAlerts,1.25E+18,https://twitter.com/wereworthit/status/1247465369914261504
2020-04-07 10:20,build_trumpwall,,0,0,0,Neutral,COVID-19 'tremendous' learning gap: Less than 30 percent of students registered for online platform - http://community.office365cloudsupport.com/uncategorized/covid-19-tremendous-learning-gap-less-than-30-percent-of-students-registered-for-online-platform-2 â€¦,,,,1.25E+18,https://twitter.com/build_trumpwall/status/1247466057012400129
2020-04-07 10:07,build_trumpwall,,0,0,0,Neutral,COVID-19 'tremendous' learning gap: Less than 30 percent of students registered for online platform - http://community.office365cloudsupport.com/uncategorized/covid-19-tremendous-learning-gap-less-than-30-percent-of-students-registered-for-online-platform â€¦,,,,1.25E+18,https://twitter.com/build_trumpwall/status/1247465961424216066
2020-04-07 10:30,kevin_shuman,Espngreeny,0,0,2,Neutral,"Greeny, unfortunately, w/out a treatment, let alone a vaccine, there will be no sports. W/out either of those, COVID-19 is going nowhere the risk won't change. This is fantasy talk. No college will risk students & athletes and Pro teams will be losing players/coaches every wk.",,,,1.25E+18,https://twitter.com/kevin_shuman/status/1247469362614853634
2020-04-07 10:50,EIN_News,,0,0,0,Neutral,Learning Pioneers Launch Free Webinar Series to Help Students & Adults Face Remote Working Challenges During COVID-19 #workfromhome #distancelearninghttp://s.einnews.com/uF20C5Nw2w,,,#workfromhome #distancelearninghttp,1.25E+18,https://twitter.com/EIN_News/status/1247471720044400641
2020-04-07 10:53,OhMyGOFF,,1,2,7,Neutral,COMING UP AT 7AM: Local educators speak out after serious issues involving students misbehaving on Zoom during online distance learning. @fox5melanie joins us LIVE on #FOX5DC #covid19 #coronavirus #tuesdaypic.twitter.com/j120bV3i2I,,#NAME?,#FOX5DC #covid19 #coronavirus #tuesdaypic,1.25E+18,https://twitter.com/OhMyGOFF/status/1247476713971277824
2020-04-07 11:05,ConnectYard,,0,0,0,Neutral,@cy_student CY Instructor posted: Coronavirus Health UpdatesThank you for your patience and support as we continue to address the challenges related to closures for Coronavirus (COVID-19). We will notify you here when we have important updates to share. This situation will...,,#NAME?,,1.25E+18,https://twitter.com/ConnectYard/status/1247477476462170113
2020-04-07 11:10,OhMyGOFF,,11,4,15,Neutral,When students return to the classroom should schools keep them in the same grade? Ahead on #FOX5DC we dive into the debate. #covid19 #coronavirus #homeschooling #tuesdaythoughtspic.twitter.com/cZsw6kTbeo,,,#FOX5DC #covid19 #coronavirus #homeschooling #tuesdaythoughtspic,1.25E+18,https://twitter.com/OhMyGOFF/status/1247480489058824192
2020-04-07 11:15,erecbrandt,,0,0,1,Neutral,"As School Moves Online, Many Students Stay Logged Out https://nyti.ms/3bOwuXg #covid19 #onlinelearning #stayhome #inthistogether",,,#covid19 #onlinelearning #stayhome #inthistogether,1.25E+18,https://twitter.com/erecbrandt/status/1247481808297525249
2020-04-07 11:17,peter_calano,,0,0,0,Negative,I really wouldnâ€™t be surprised if college students didnâ€™t go back to their campuses until August 2021. #coronavirus #COVID19,,,#coronavirus #COVID19,1.25E+18,https://twitter.com/peter_calano/status/1247483234939801600
2020-04-07 11:15,ConnectYard,,1,0,0,Neutral,"@cy_student CY Instructor posted: COVID-19 Update: Dear Students, for the remainder of the month, all examinations will be postponed.",,#NAME?,,1.25E+18,https://twitter.com/ConnectYard/status/1247483015460093957
2020-04-07 11:21,USAIDMiddleEast,,1,1,1,Positive,@USAID is proud to support the people of #Morocco through their #COVID19 response by investing in virtual learning programs to serve students unable to attend school in person during the pandemic. For more info please visit: https://www.usaid.gov/morocco/program-updates/apr-2020-usaid-distance-education-activities-ministry-education-coronavirus-disruptions â€¦,,#NAME?,#Morocco #COVID19,1.25E+18,https://twitter.com/USAIDMiddleEast/status/1247483607154900992
2020-04-07 11:32,MathDenisNJ,,1,13,46,Neutral,"If our students learn ONE THING from their #COVID19 #remotelearning experience, I hope it will be How To Learn On Their Own! And when they do...Teachers, how will you lead their learning when they return?pic.twitter.com/QWMKNqAR3z",,,#COVID19 #remotelearning,1.25E+18,https://twitter.com/MathDenisNJ/status/1247484594380771331
2020-04-07 11:35,ammchale,ddiamond,0,0,2,Neutral,"Packing my daughter off for her first year of college. Her senior year has been ruined - school musical, prom, graduation, beach week and now classes all canceled. And returning to a physical classroom myself, to teach my public health students with a new lens thanks to Covid-19.",,,,1.25E+18,https://twitter.com/ammchale/status/1247487340668477441
2020-04-07 11:45,Jewvolutionary,,0,1,0,Neutral,"From the ""Progressive Hypocrisy Files"", the bastions of liberalism, America's universities, aren't cutting tuition for fall students despite the economic hit of #COVID19. Looking at you, @BU_Tweets, @wesleyan_u, @EmoryUniversity, etc. #Hypocrisy #LiberalHypocrisy",,#NAME?,#COVID19 #Hypocrisy #LiberalHypocrisy,1.25E+18,https://twitter.com/Jewvolutionary/status/1247488069772677120
2020-04-07 11:47,ingram_analytic,,0,0,1,Neutral,RT @EduventuresInc: 37 percent of our surveyed students say their college choice is being affected by the COVID-19 pandemic #EVWakeUpCallhttps://encoura.org/seven-ways-to-impact-yield-virtually/?mkt_tok=eyJpIjoiTURFNFltWTFPVEEwWWpFeCIsInQiOiIrc1BZbVNlMHNYXC85ZVVoOU8yYUtcL3NvaFUyNlVOWjBrUkdPNGROenBMUG5yN3RFTTllaEhoRk90ZldmYjJ0dXpBTm1xZ25rUzk2eENSMVZJXC96WEFJMGV0T1RsWkhJdHV4djF4Y3lzN0JVSktlKzBxeDJVSmN0ek9FXC9jNkZkWHkifQ%3D%3D â€¦,,#NAME?,#EVWakeUpCallhttps,1.25E+18,https://twitter.com/ingram_analytic/status/1247490766424936448
2020-04-07 11:52,Ahighervision,,0,0,0,Neutral,Graduate students seek time-to-degree and funding extensions during #COVID-19 #coronavirus https://www.insidehighered.com/news/2020/04/07/graduate-students-seek-time-degree-and-funding-extensions-during-covid-19 â€¦,,,#COVID #coronavirus,1.25E+18,https://twitter.com/Ahighervision/status/1247491197142274053
2020-04-07 11:53,jcharlie007,,0,0,0,Neutral,@Tom_Coyne #Prijector enables #teachers and #students to share their full-screen and present #wirelessly from #Windows #Linux #Mac #iOS #Android #Windows Phone and #Blackberry Devices #Covid19 #StayHomeStaySafe http://bit.ly/2sgXa1R,,#NAME?,#Prijector #teachers #students #wirelessly #Windows #Linux #Mac #iOS #Android #Windows #Blackberry #Covid19 #StayHomeStaySafe,1.25E+18,https://twitter.com/jcharlie007/status/1247492364215541761
2020-04-07 11:52,jcharlie007,,0,0,0,Neutral,"@HankMil28256485 #Prijector, a groundbreaking, #technological development enabling teachers and students #worldwide to establish #wireless #screen-sharing capabilities from just a single click #Covid19 #StayHomeStaySafe http://bit.ly/2sgXa1R",,#NAME?,#Prijector #technological #worldwide #wireless #screen #Covid19 #StayHomeStaySafe,1.25E+18,https://twitter.com/jcharlie007/status/1247492319902715904
2020-04-07 12:00,AndrewGoodmanF,,0,0,1,Neutral,Join AGF's Managing Director @Maximthorne for a discussion about #COVID19â€™s impact on 2020 elections and student voting. The next Morning Matcha with Maxim starts at 8 a.m. ET http://ow.ly/8G2L50z1znU #StudentVoting #YouthVote #ProtectTheVote #Coronavirus #LiveTheLegacypic.twitter.com/4CM2YbJMyO,,#NAME?,#COVID19 #StudentVoting #YouthVote #ProtectTheVote #Coronavirus #LiveTheLegacypic,1.25E+18,https://twitter.com/AndrewGoodmanF/status/1247492571804446723
2020-04-07 12:01,merrillcollege,,0,1,1,Neutral,"Our students need your help! The UMD Student Crisis Fund is helping them meet basic needs during COVID-19. But with funding depleted, we need your support today: http://go.umd.edu/crisisfund pic.twitter.com/AXxKEhBscq",,,,1.25E+18,https://twitter.com/merrillcollege/status/1247494329779785731
2020-04-07 12:02,FormedFamilies,,0,0,0,Neutral,"As schools around the country are closing in response to the COVID-19 pandemic, students with special needs are having to cope with losing access to care while their parents juggle the responsibilities of work and childcare. https://www.nbcnews.com/think/video/what-covid-19-school-closures-mean-for-families-with-special-needs-kids-81155141768?cid=sm_npd_nn_fb_ma â€¦",,,,1.25E+18,https://twitter.com/FormedFamilies/status/1247494719346704385
2020-04-07 12:03,BEAUTYBRAINS25,,0,0,0,Neutral,"#lawschool #grades #lawstudent #chicagolaw: â€œSo now students at Chicago can take a sigh of relief, without worrying that balancing the craziness of COVID-19 with law school will tank their GPA. And yes, even with a semester of pasâ€¦https://lnkd.in/ehksrvv https://lnkd.in/eKyU-vp",,,#lawschool #grades #lawstudent #chicagolaw,1.25E+18,https://twitter.com/BEAUTYBRAINS25/status/1247494980203155458
2020-04-07 12:05,david_s_marks,,0,0,1,Positive,"Today's Fifth District Good Samaritans are the leadership team at Weis Markets, which donated $5,000 in grocery store gift cards to the Student Support Netowork. In particular, I would like to acknowledge Rob Santoni Jr., general manager of the Fullerton store. #COVID19 pic.twitter.com/cylxFHASwj",,,#COVID19,1.25E+18,https://twitter.com/david_s_marks/status/1247495311536381952
2020-04-07 12:08,ncpublicschools,,0,21,31,Neutral,"Dr. Beverly Emory, deputy superintendent for District Support, answers ""When will Students Return to School? How Will That Decision be Made?"" in FAQ video series that address concerns from parents about school closures because of COVID-19. https://youtu.be/TCFsN8QR6NY",,,,1.25E+18,https://twitter.com/ncpublicschools/status/1247495635089096706
2020-04-07 12:05,piratealumni,,0,0,4,Positive,#Pirates have the biggest hearts! Thank you to all who have given to the #ECU Student Emergency Fund to help our Pirates affected by COVID-19. We ARE #PirateStrong! Read update & how to give http://ow.ly/XkMR50z7ulA pic.twitter.com/3Ly121PABu,,,#Pirates #ECU #PirateStrong,1.25E+18,https://twitter.com/piratealumni/status/1247495605489938433
2020-04-07 12:10,ScottJaschik,,0,3,2,Neutral,Graduate students face many of the same challenges as faculty members during COVID-19 but have received fewer assurances. Top on their wish list are extended funding and time-to-degree extensions https://bit.ly/2XjaD6i Story by @ColleenFlahert1,,#NAME?,,1.25E+18,https://twitter.com/ScottJaschik/status/1247496460700131334
2020-04-07 12:14,MoravianAcademy,,0,0,2,Neutral,"During the COVID-19 pandemic and beyond, this list of coping strategies provided by Director of Student Support Services Kristi Johnson can help our community through times of stress, particularly our younger students and their families. https://hubs.ly/H0pcvRH0 pic.twitter.com/S3poR8QsAi",,,,1.25E+18,https://twitter.com/MoravianAcademy/status/1247496866876600321
2020-04-07 12:15,newsHBCU,,0,0,0,Neutral,Howard University Launches Emergency Scholarship Fund For Students Amid COVID19 Pandemic https://goo.gl/fb/i4Tr9t,,,,1.25E+18,https://twitter.com/newsHBCU/status/1247497992208289792
2020-04-07 12:16,ApprenticeNC,,0,0,0,Neutral,In the news: COVID-19 impact gives @CharMeckSchools students accelerated opportunity for paid tech apprenticeship (via @wsoctv)https://www.wsoctv.com/community/family-focus/covid-19-impact-gives-cms-students-accelerated-opportunity-paid-tech-apprenticeship/ZOXPDIUQWZFXJJMSB5P5BOLJBU/ â€¦,,#NAME?,,1.25E+18,https://twitter.com/ApprenticeNC/status/1247498134273560583
2020-04-07 12:25,Heerak4Congress,,0,0,0,Neutral,"Nursing students in DC, Maryland & Virginia graduating in May 2020 can apply for RN jobs in states like MI, OH, TN, which are giving provisional RN for nursing students so they can help fight COViD-19 with RN pay. You can start work in a famous hospital in May as RN with RN pay!",,,,1.25E+18,https://twitter.com/Heerak4Congress/status/1247498472527462401
2020-04-07 12:27,BenjaminAbella,,0,1,8,Neutral,Amazing video of support from our Penn medical students to the front lines of #COVID19 @PennMedicine @PennMedEVDCSO @PennMedNews @UPennEM @Eugenia_South @FTeranMD @JohnGreenwoodMD @ResusOne @kit_delgadoMDhttps://www.youtube.com/watch?v=qHpD33vqYzU â€¦,,#NAME?,#COVID19,1.25E+18,https://twitter.com/BenjaminAbella/status/1247500806020042754
2020-04-07 12:29,ASCINA_NYC,,0,0,3,Neutral,Online Q & A event organized by the @BioBus #education team including our chapter head Dr. @CMarizzi to answer questions about #COVID19 to students #STEAM #STEM #SciComm #CommunityScience #coronavirushttps://www.youtube.com/watch?v=7uuKMiCR63A â€¦,,#NAME?,#education #COVID19 #STEAM #STEM #SciComm #CommunityScience #coronavirushttps,1.25E+18,https://twitter.com/ASCINA_NYC/status/1247501289921155073
2020-04-07 12:30,MegMayo,,0,0,0,Negative,"Students Without Laptops, Instructors Without Internet: How Struggling Colleges Move Online During Covid-19 https://www.chronicle.com/article/Students-Without-Laptops/248436/#.XoxyCdQQMRo.twitter â€¦ via @chronicle",,#NAME?,#,1.25E+18,https://twitter.com/MegMayo/status/1247501633954680834
2020-04-07 12:30,AACPharmacy,,0,0,3,Neutral,"Next Week: The Pharmacy Health Info. Tech. (HIT) Collaborative is hosting a 2-pt. #webinar series intended to provide live, academic health IT content to student preceptors faced with precepting learners amidst #COVID19. To register for Pt. 1, on 4/13: http://ow.ly/k16Z50z6Roj pic.twitter.com/uhNwam2zvK",,,#webinar #COVID19,1.25E+18,https://twitter.com/AACPharmacy/status/1247501947571261441
2020-04-07 12:31,adventure2learn,,0,4,5,Neutral,Love our program and want to share it with students at home? Contact support@adventure2learning.com for more information! #RemoteLearning #FreeAccess #ActiveLearning #COVID19 #homeschoolingpic.twitter.com/SM40UhjX6I,,#NAME?,#RemoteLearning #FreeAccess #ActiveLearning #COVID19 #homeschoolingpic,1.25E+18,https://twitter.com/adventure2learn/status/1247501974607716357
2020-04-07 12:32,elonuniversity,,0,6,18,Neutral,". @TonyWeaverJr '16 knows that schools provide essential learning resources that students just don't have access to at home. So when schools around the country began closing due to #COVID19, Weaver, the founder and CEO of @WeirdEnoughHQ, stepped up.https://buff.ly/3b2txlO",,#NAME?,#COVID19,1.25E+18,https://twitter.com/elonuniversity/status/1247502272617119745
2020-04-07 12:39,RowanCSM,,0,0,3,Positive,Thank you to all of the @RCBC nursing student volunteers working at #COVID19 testing centers! #NJThanksYou Coronavirus: RCBC nursing students fight on front lines https://www.burlingtoncountytimes.com/news/20200328/coronavirus-rcbc-nursing-students-fight-on-front-lines â€¦,,#NAME?,#COVID19 #NJThanksYou,1.25E+18,https://twitter.com/RowanCSM/status/1247502439827333120
2020-04-07 12:40,martafilizola,FatimaAmanat,0,1,6,Neutral,@IcahnMountSinai @GradSchoolSinai PhD Student @FatimaAmanat and her PI @florian_krammer explain why they can't make effective vaccines for COVID-19 as yet even though they know how to make them very well. https://twitter.com/FatimaAmanat/status/1247364721185116160 â€¦,,#NAME?,,1.25E+18,https://twitter.com/martafilizola/status/1247504272163516419
2020-04-07 12:41,AllDecisionEd,,0,6,10,Neutral,"The @NewsLitProject is offering free, online news literacy lessons for students in grades 6-12. This resource teaches students how to identify COVID-19 misinformation and will help prevent them from sharing fictional stories online. #DecisionEducationhttps://newslit.org/",,#NAME?,#DecisionEducationhttps,1.25E+18,https://twitter.com/AllDecisionEd/status/1247504443471466496
2020-04-07 12:43,rickypollitt52,,0,0,2,Neutral,#COVID19 has created obstacles for high school students trying to decide which college to attend. What methods are universities implementing to help students feel confident in their choice? Read the article and find out. https://www.delmarvanow.com/story/news/2020/04/07/coronavirus-covid-19-creates-obstacles-students-choice-college-salisbury-university-umes/5089162002/ â€¦,,,#COVID19,1.25E+18,https://twitter.com/rickypollitt52/status/1247504750049931271
2020-04-07 12:46,Otterbein,DispatchAlerts,0,0,4,Neutral,"We're making sure students can still come see what an #Otterbein education can do for them with virtual visit days! To learn more about how you can support students and families, visit https://www.givecampus.com/schools/OtterbeinUniversity/cardinals-care-covid-19-response/?a=3638520#updates â€¦ #COVID19 #VirtualVisit #CardinalsCarehttps://twitter.com/DispatchAlerts/status/1246886344883871744 â€¦",,,#Otterbein #updates #COVID19 #VirtualVisit #CardinalsCarehttps,1.25E+18,https://twitter.com/Otterbein/status/1247505235431604226
2020-04-07 12:47,CMUEngineering,,0,5,15,Neutral,"Current @CMU_EPP Ph.D. student Patrick Funk wanted to help hospitals in dire need of masks due to #COVID19, so he's printing them using polymer plastic 3-D printers, and teaching others to do the same. #TartanProud https://www.bigtimberpioneer.net/content/local-machine-shop-3d-printing-masks-donation-hospitals â€¦",,#NAME?,#COVID19 #TartanProud,1.25E+18,https://twitter.com/CMUEngineering/status/1247506043430678532
2020-04-07 12:51,ms_bigley,,0,0,7,Neutral,"One of my students is working on his very own book about #COVID19. Heâ€™s describing the things that have changed, and continue to change, during this time. #VirtualLearning #StayHomeStaySafepic.twitter.com/TOnZeEKC44",,,#COVID19 #VirtualLearning #StayHomeStaySafepic,1.25E+18,https://twitter.com/ms_bigley/status/1247506198955536390
2020-04-07 12:51,katesonnenberg,USNewsEducation,0,0,1,Negative,I worry about how the impact of COVID-19 on URM and First Gen students will affect much needed diversity on college campuses. https://twitter.com/USNewsEducation/status/1247364013987635200 â€¦,,,,1.25E+18,https://twitter.com/katesonnenberg/status/1247507194138038273
2020-04-07 12:53,EdDiveHigherEd,,0,0,0,Neutral,"To satisfy the #CleryAct, colleges should notify students and employees about COVID-19 through their alert systems, @usedgov explains.http://ow.ly/RAN550z7yVS",,#NAME?,#CleryAct,1.25E+18,https://twitter.com/EdDiveHigherEd/status/1247507328263426049
2020-04-07 12:53,TwoTigersonemo1,,0,0,0,Neutral,The way back home: Taiwanese student flees Covid-19 outbreak in the US http://twotigersonemountain.com/2020/04/07/the-way-back-home-taiwanese-student-flees-covid-19-outbreak-in-the-us/ â€¦,,,,1.25E+18,https://twitter.com/TwoTigersonemo1/status/1247507667515572224
2020-04-07 12:56,ECUAdvancement,,0,1,6,Positive,#Pirates have the biggest hearts! Thank you to all who have given to the #ECU Student Emergency Fund to help our Pirates affected by COVID-19. We ARE #PirateStrong! Read update & how toâ€¦ https://www.instagram.com/p/B-riv6qHKbw/?igshid=hrtxdst04ule â€¦,,,#Pirates #ECU #PirateStrong,1.25E+18,https://twitter.com/ECUAdvancement/status/1247507844573863936
2020-04-07 12:58,EdDataCampaign,,0,5,4,Neutral,We want to know what data would have led to easier and better decisionmaking during the #COVID19 crisis â€“ and how it can be used in the future to improve outcomes for students. What info do you wish you had right now to make decisions? #StartWithYourQshttps://bit.ly/StartWithYourQs,,,#COVID19 #StartWithYourQshttps,1.25E+18,https://twitter.com/EdDataCampaign/status/1247508552664711168
2020-04-07 12:56,UTKGlobal,,0,2,2,Neutral,"Students, families, and friends are invited to join us for a zoom session in mandarin Chinese on Thursday, April 9th at 9 am(ET) Student representatives and staff at UT's CGE will discuss COVID-19 related campus updates and answer any questions you may have. #UTKGlobalpic.twitter.com/jPqHyJQg7n",,,#UTKGlobalpic,1.25E+18,https://twitter.com/UTKGlobal/status/1247508504648257537
2020-04-07 12:59,DickinsonCol,,0,5,11,Neutral,"Day of Giving is here, and we're inviting Dickinsonians all over the world to come together. This year's effort focuses on the Emergency Response Fund, which will provide much needed resources for students and families impacted by our response to COVID-19: https://dson.co/2UQt9RP pic.twitter.com/XVekTGNkVu",,,,1.25E+18,https://twitter.com/DickinsonCol/status/1247509084514988033
2020-04-07 13:00,GlobalHealthGU,,0,4,8,Positive,"Today is #WorldHealthDay! Weâ€™re grateful for the #HealthHeroes on the frontline of the #COVID19 outbreak and for future health heroes, our #GlobalHealth students!",,,#WorldHealthDay #HealthHeroes #COVID19 #GlobalHealth,1.25E+18,https://twitter.com/GlobalHealthGU/status/1247509214873993218
2020-04-07 13:00,ACLU_DC,DCChildrensLaw,0,3,7,Neutral,". @MayorBowser @ChmnMendelson @DCPSChancellor, all @dcpublicschools students deserve equitable access to education. Pls work to ensure all students have internet access to continue their education during the #Covid19 crisis. https://twitter.com/DCChildrensLaw/status/1247288135991558146 â€¦",,#NAME?,#Covid19,1.25E+18,https://twitter.com/ACLU_DC/status/1247509429680893957
2020-04-07 13:01,GeorgeMasonU,,1,3,25,Neutral,"Soph. theatre BFA Deema Turkomani ( @deematurkomani) helps #MasonNation at home. As a coordinator for New Student & Family Programs, she helps program summer orientations & train new Patriot Leaders. #StayingAtHome lets her paint more; those colors could brighten any day. #COVID19 pic.twitter.com/dhqO1KlgG3",,#NAME?,#MasonNation #StayingAtHome #COVID19,1.25E+18,https://twitter.com/GeorgeMasonU/status/1247509577446408193
2020-04-07 13:00,LvilleSchool,,0,0,0,Neutral,"@espn profiles Lawrenceville's own Asmat Kaur Taunque â€™21, along with two other student-athletes who hail from India, about how the current COVID-19 crisis is impacting their dreams of playing in the WNBA. Read Asmat's story here https://bit.ly/2V8UKfX and Go Big Red!pic.twitter.com/B3PZFUjVdX",,#NAME?,,1.25E+18,https://twitter.com/LvilleSchool/status/1247509511134482432
2020-04-07 13:03,DOEChancellor,,3,11,41,Neutral,"And youâ€™ll see the hardworking staff connecting with, and caring for, students every day in our Regional Enrichment Centers while their parents are on the front lines of the battle against COVID-19. (5/6)",,,,1.25E+18,https://twitter.com/DOEChancellor/status/1247509889531944961
2020-04-07 13:05,NYTMetro,,0,3,16,Neutral,"In a stirring, virtual graduation, 52 medical students took their oaths as new doctors early, volunteering in the war against Covid-19 https://nyti.ms/2JRNdwN",,,,1.25E+18,https://twitter.com/NYTMetro/status/1247510205505699840
2020-04-07 13:03,UNCPharmacy,,0,4,8,Neutral,"Our #UNCPharmacy community has been facing the COVID-19 crisis with resiliency, strength and compassion. Alumni, students, faculty, staff - we want to share your story! Share on social media and tag @UNCPharmacy. Let's celebrate each other pic.twitter.com/mplU9vzHDS",,#NAME?,#UNCPharmacy,1.25E+18,https://twitter.com/UNCPharmacy/status/1247510185054277633
2020-04-07 13:05,Brenda64,,0,0,0,Neutral,Graduate students seek time-to-degree and funding extensions during COVID-19 https://ihenow.com/3e4fU7S,,,,1.25E+18,https://twitter.com/Brenda64/status/1247510777927471104
2020-04-07 13:06,MO_TRS_nurse,,0,2,2,Neutral,Please watch this COVID-19 video for students. https://m.youtube.com/watch?feature=youtu.be&v=BhQzI3WWUto â€¦ @tincroadschool @LisaBarba6,,#NAME?,,1.25E+18,https://twitter.com/MO_TRS_nurse/status/1247510831870468105
2020-04-07 13:09,Teami_ntegra98,,0,0,0,Neutral,All medical professionals should have their student loans forgiven #COVID19,,,#COVID19,1.25E+18,https://twitter.com/Teami_ntegra98/status/1247511002557689858
2020-04-07 13:10,GuidanceRjk,,0,0,2,Neutral,"Our very own elementary school counselor has made a special guest appearance! This oneâ€™s for you, parents of little ones. Thank you, Mrs. Messina! The 3rd installment of the video series is live! #Talking about COVID-19 - Elementary students https://youtu.be/bSkY27azP4Y via @YouTube",,#NAME?,#Talking,1.25E+18,https://twitter.com/GuidanceRjk/status/1247511914361561090
2020-04-07 13:12,DyslexiaIDA,,3,33,65,Neutral,"Josh Clark, Chair-Elect of the IDA Board of Directors, joined @CNN this morning to discuss the challenges dyslexic students face in the wake of school closures forced by the COVID-19 pandemic. View Josh's interview at https://vimeo.com/404701058 pic.twitter.com/Umf4WBKc2E",,#NAME?,,1.25E+18,https://twitter.com/DyslexiaIDA/status/1247511980526665729
2020-04-07 13:10,nasfaa,,0,0,1,Neutral,"Today's trending AskRegs question and answer is open to the public, along with NASFAA's other #covid19 resources: Can we disburse Title IV aid to students enrolled in alternative skills assessment courses due to COVID-19? Read on for full answer: https://bit.ly/2yIi90r #fachatpic.twitter.com/Do3k4O8OvR",,,#covid19 #fachatpic,1.25E+18,https://twitter.com/nasfaa/status/1247511946317922304
2020-04-07 13:14,Wade4Justice,,0,2,11,Neutral,"Young adults, burdened with debt, are now facing an economic crisis - The New York Times. The next #COVID19 relief measure must address the urgent need for broad student loan debt help. Failure is not an option. Our future is sinking fast! Thx @CRLONLINEhttps://apple.news/AFjQuF8t2QiqsyOgbal_3gA â€¦",,#NAME?,#COVID19,1.25E+18,https://twitter.com/Wade4Justice/status/1247512521449385984
2020-04-07 13:15,GUPolitics,,1,1,5,Neutral,. @Georgetown student Stacie Hartman (SFS '21) asks @PeteButtigieg how the next presidential administration should reshape the U.S. foreign policy agenda in the wake of the COVID-19 crisis. Watch his full answer here: https://www.facebook.com/gupolitics/videos/267433644257804/?__xts__[0]=68.ARBTc8u12JczXrioqoXY4Uc2__-IQCcbmr5oEmgZ98NK0iEkW-A1SF6rDR8PijGqz1Ny8BiWrt_zPcFnMmS26KP6LnsTapLpcSlBPcUH41T8LLQ59kaqCk8dpJdVSushy5c4D9634HzW1SDZfCcepTNUHVxqZbg-zWWbofJ7IPdwX8eXVOv7-51_kNObCiYAhtXuc4BxLPUvh2tRJyAJIkHXr7MUZR28YkhqT2Z-iU8eINsmzI0T-nbvSapITFso_5HA7FwcfSiyqRQMDig2ybTT-MTvyBrqlwI081nNczNIP3qRihN0gYZ44ydBYEHLec-NZTI4jYt6-4R-JRgj8i8J5q9RJeNt_y8uW3PO66CjbNCQkwGLe58wJPRdFd3dlf6y&__tn__=-R â€¦,,#NAME?,,1.25E+18,https://twitter.com/GUPolitics/status/1247513096337440770
2020-04-07 13:16,Newsela,,0,2,9,Neutral,Newsela + @Peardeck are being responsive to the #COVID19 crisis. Subscribe to their Deck Decks for new ways to share updates with your students every week. https://newse.la/2U43ghd,,#NAME?,#COVID19,1.25E+18,https://twitter.com/Newsela/status/1247513209512361984
2020-04-07 13:19,heatherpeck78,,0,0,0,Neutral,"Join us for a live webinar with author, professor & former White House Economist, Glenn Hubbard, as he virtually sits down with a student campus ambassador to explain COVID-19 & what it could mean for the future of our economy. 4/9 at 3:30 PM EST. https://zoom.us/webinar/register/WN_4W2FJ-AXQg2u3rHGx70RuQ â€¦",,,,1.25E+18,https://twitter.com/heatherpeck78/status/1247513532272463874
2020-04-07 13:22,SMLibrary_TJU,,0,0,0,Neutral,"NEW RESOURCE FOR CLINICIANS: ""The Saint-Chopra Guide to Inpatient Medicine"" As demand for physicians in hospitals continues to rise due to #covid19, we want to share a guide to help students, residents, & inpatient clinicians: http://library.jefferson.edu/librarynews/?p=11339 â€¦ @TJUHospital @JeffHealthNJ",,#NAME?,#covid19,1.25E+18,https://twitter.com/SMLibrary_TJU/status/1247514446492250113
2020-04-07 13:22,brokenHLTHCARE,,0,1,2,Neutral,IU School of Medicine student shares COVID-19 experience to warn young people they arenâ€™t invincible https://buff.ly/2xdetmX #COVID19 #StayHomeSaveLives,,,#COVID19 #StayHomeSaveLives,1.25E+18,https://twitter.com/brokenHLTHCARE/status/1247514967995228160
